# File Validation Report
# Court: KEM - Kirkland Equipment Management
# Source File: KEM_TAC_sample.txt
# Generated: 2025-09-29 14:52:55
# Status: FAILED

# COURT SUMMARY STATISTICS
# Court Code: KEM
# Court Name: Kirkland Court
# Total Lines Processed: 30
# KEM Lines Found: 0
# Valid KEM IDs: 0
# Failed KEM IDs: 0
# Success Rate: 0.0%

# DETAILED VALIDATION RESULTS
court_code,court_name,line_number,kem_id_raw,kem_digits,digits_count,is_valid,fail_reason,validation_details,raw_line
KEM,Kirkland Court,1,,,0,True,not_a_KEM_line,,TAC COURT VALIDATION TEST - MIXED CASES
KEM,Kirkland Court,2,,,0,True,not_a_KEM_line,,Generated: 2025-09-18 14:41:07
KEM,Kirkland Court,3,,,0,True,not_a_KEM_line,,Tacoma Court Industrial Registry
KEM,Kirkland Court,4,,,0,True,not_a_KEM_line,,===================================
KEM,Kirkland Court,6,,,0,True,not_a_KEM_line,,VALID TAC IDs (10-14 digits):
KEM,Kirkland Court,7,,,0,True,not_a_KEM_line,,TAC	1234567890	Industrial Unit A - Valid (10 digits - minimum)
KEM,Kirkland Court,8,,,0,True,not_a_KEM_line,,TAC	12345678901	Factory Tool B - Valid (11 digits)
KEM,Kirkland Court,9,,,0,True,not_a_KEM_line,,TAC	123456789012	Plant Device C - Valid (12 digits)
KEM,Kirkland Court,10,,,0,True,not_a_KEM_line,,TAC	1234567890123	Facility Part D - Valid (13 digits)
KEM,Kirkland Court,11,,,0,True,not_a_KEM_line,,TAC	12345678901234	Complex Component E - Valid (14 digits - maximum)
KEM,Kirkland Court,12,,,0,True,not_a_KEM_line,,TAC	9876543210	Standard Item F - Valid (10 digits)
KEM,Kirkland Court,13,,,0,True,not_a_KEM_line,,TAC	5554443332221	Regular Equipment G - Valid (13 digits)
KEM,Kirkland Court,15,,,0,True,not_a_KEM_line,,INVALID TAC IDs (outside 10-14 range):
KEM,Kirkland Court,16,,,0,True,not_a_KEM_line,,TAC	123456789	Too Short Item H - Invalid (9 digits - below minimum)
KEM,Kirkland Court,17,,,0,True,not_a_KEM_line,,TAC	12345678	Very Short Item I - Invalid (8 digits)
KEM,Kirkland Court,18,,,0,True,not_a_KEM_line,,TAC	123456789012345	Too Long Item J - Invalid (15 digits - above maximum)
KEM,Kirkland Court,19,,,0,True,not_a_KEM_line,,TAC	1234567890123456	Extra Long Item K - Invalid (16 digits)
KEM,Kirkland Court,20,,,0,True,not_a_KEM_line,,TAC	TACOMAPLANT	No Digits Item L - Invalid (no numeric digits)
KEM,Kirkland Court,21,,,0,True,not_a_KEM_line,,TAC	TAC123MILL	Mixed Alpha Item M - Invalid (only 3 digits)
KEM,Kirkland Court,22,,,0,True,not_a_KEM_line,,TAC		Empty ID Item N - Invalid (empty ID)
KEM,Kirkland Court,24,,,0,True,not_a_KEM_line,,EDGE CASES:
KEM,Kirkland Court,25,,,0,True,not_a_KEM_line,,TAC	0000000000	All Zeros - Valid (10 digits)
KEM,Kirkland Court,26,,,0,True,not_a_KEM_line,,TAC	99999999999999	All Nines - Valid (14 digits)
KEM,Kirkland Court,27,,,0,True,not_a_KEM_line,,TAC	253-555-1234	With Dashes - Valid (10 digits extracted)
KEM,Kirkland Court,28,,,0,True,not_a_KEM_line,,TAC	(253)555-12345	Phone Plus - Valid (11 digits extracted)
KEM,Kirkland Court,30,,,0,True,not_a_KEM_line,,===================================
KEM,Kirkland Court,31,,,0,True,not_a_KEM_line,,Expected Results:
KEM,Kirkland Court,32,,,0,True,not_a_KEM_line,,- Valid entries: 11
KEM,Kirkland Court,33,,,0,True,not_a_KEM_line,,- Invalid entries: 7
KEM,Kirkland Court,34,,,0,True,not_a_KEM_line,,- Total TAC lines: 18
