# File Validation Report
# Court: KEM - Kirkland Equipment Management
# Source File: KEM_no_prefix_edge_cases.txt
# Generated: 2025-09-29 14:51:47
# Status: FAILED

# COURT SUMMARY STATISTICS
# Court Code: KEM
# Court Name: Kirkland Court
# Total Lines Processed: 37
# KEM Lines Found: 0
# Valid KEM IDs: 0
# Failed KEM IDs: 0
# Success Rate: 0.0%

# DETAILED VALIDATION RESULTS
court_code,court_name,line_number,kem_id_raw,kem_digits,digits_count,is_valid,fail_reason,validation_details,raw_line
KEM,Kirkland Court,1,,,0,True,not_a_KEM_line,,NO PREFIX TEST - EDGE CASES
KEM,Kirkland Court,2,,,0,True,not_a_KEM_line,,Generated: 2025-09-18 14:41:07
KEM,Kirkland Court,3,,,0,True,not_a_KEM_line,,Testing edge cases without court prefixes
KEM,Kirkland Court,4,,,0,True,not_a_KEM_line,,===================================
KEM,Kirkland Court,6,,,0,True,not_a_KEM_line,,Boundary length testing (no court specified):
KEM,Kirkland Court,7,,,0,True,not_a_KEM_line,,1	Single digit
KEM,Kirkland Court,8,,,0,True,not_a_KEM_line,,12	Two digits
KEM,Kirkland Court,9,,,0,True,not_a_KEM_line,,123	Three digits
KEM,Kirkland Court,10,,,0,True,not_a_KEM_line,,1234	Four digits
KEM,Kirkland Court,11,,,0,True,not_a_KEM_line,,12345	Five digits
KEM,Kirkland Court,12,,,0,True,not_a_KEM_line,,123456	Six digits
KEM,Kirkland Court,13,,,0,True,not_a_KEM_line,,1234567	Seven digits
KEM,Kirkland Court,14,,,0,True,not_a_KEM_line,,"12345678	Eight digits - SEA valid, KEM/TAC invalid"
KEM,Kirkland Court,15,,,0,True,not_a_KEM_line,,"123456789	Nine digits - KEM valid, SEA/TAC varies"
KEM,Kirkland Court,16,,,0,True,not_a_KEM_line,,1234567890	Ten digits - All courts potentially valid
KEM,Kirkland Court,17,,,0,True,not_a_KEM_line,,"12345678901	Eleven digits - KEM/SEA valid, TAC valid"
KEM,Kirkland Court,18,,,0,True,not_a_KEM_line,,"123456789012	Twelve digits - KEM/SEA valid, TAC valid"
KEM,Kirkland Court,19,,,0,True,not_a_KEM_line,,"1234567890123	Thirteen digits - KEM valid, SEA invalid, TAC valid"
KEM,Kirkland Court,20,,,0,True,not_a_KEM_line,,"12345678901234	Fourteen digits - TAC valid, KEM/SEA invalid"
KEM,Kirkland Court,21,,,0,True,not_a_KEM_line,,123456789012345	Fifteen digits - All courts invalid
KEM,Kirkland Court,23,,,0,True,not_a_KEM_line,,Special formatting (no prefixes):
KEM,Kirkland Court,24,,,0,True,not_a_KEM_line,,123-456-789	Dashed format
KEM,Kirkland Court,25,,,0,True,not_a_KEM_line,,(123)456-7890	Phone format
KEM,Kirkland Court,26,,,0,True,not_a_KEM_line,,123.456.7890	Dotted format
KEM,Kirkland Court,27,,,0,True,not_a_KEM_line,,123 456 7890	Spaced format
KEM,Kirkland Court,29,,,0,True,not_a_KEM_line,,All same digits (no prefixes):
KEM,Kirkland Court,30,,,0,True,not_a_KEM_line,,000000000	All zeros (9 digits)
KEM,Kirkland Court,31,,,0,True,not_a_KEM_line,,111111111	All ones (9 digits)
KEM,Kirkland Court,32,,,0,True,not_a_KEM_line,,999999999	All nines (9 digits)
KEM,Kirkland Court,33,,,0,True,not_a_KEM_line,,0000000000000	All zeros (13 digits)
KEM,Kirkland Court,34,,,0,True,not_a_KEM_line,,9999999999999	All nines (13 digits)
KEM,Kirkland Court,36,,,0,True,not_a_KEM_line,,===================================
KEM,Kirkland Court,37,,,0,True,not_a_KEM_line,,Expected Results:
KEM,Kirkland Court,38,,,0,True,not_a_KEM_line,,- Should demonstrate default court assignment behavior
KEM,Kirkland Court,39,,,0,True,not_a_KEM_line,,- Various lengths test different court compatibility
KEM,Kirkland Court,40,,,0,True,not_a_KEM_line,,- Formatting should not affect digit extraction
KEM,Kirkland Court,41,,,0,True,not_a_KEM_line,,- System should handle edge cases gracefully
